Churn,Tenure,City_Tier,Service_Score,Account_user_count,account_segment,Complain_ly,Day_Since_CC_connect,cashback
0,6.0,1.0,3.0,3.0,4.0,0.0,7.0,137.0
0,2.0,1.0,3.0,3.0,4.0,0.0,1.0,1951.0
0,7.0,1.0,3.0,4.0,3.0,0.0,7.0,131.0
1,20.0,1.0,4.0,4.0,3.0,0.0,1.0,151.0
0,99.0,3.0,3.0,6.0,4.0,0.0,12.0,179.0
0,3.0,3.0,4.0,4.0,4.0,0.0,3.0,171.0
0,5.0,1.0,4.0,4.0,3.0,1.0,3.0,171.0
0,20.0,1.0,3.0,1.0,4.0,1.0,7.0,155.0
0,8.0,3.0,3.0,3.0,0.0,0.0,8.0,178.0
0,24.0,3.0,3.0,4.0,5.0,0.0,17.0,270.0
0,2.0,1.0,2.0,3.0,3.0,0.0,10.0,141.0
0,13.0,1.0,3.0,4.0,0.0,0.0,3.0,209.0
0,6.0,1.0,4.0,4.0,4.0,0.0,8.0,180.0
0,25.0,3.0,3.0,4.0,4.0,0.0,8.0,174.0
0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,186.0
0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,128.0
0,14.0,2.0,2.0,4.0,1.0,0.0,10.0,292.0
0,5.0,3.0,2.0,3.0,4.0,0.0,8.0,154.0
0,0.0,1.0,2.0,3.0,4.0,0.0,2.0,196.24
0,24.0,1.0,4.0,5.0,0.0,0.0,4.0,230.0
0,1.0,2.0,3.0,4.0,3.0,0.0,2.0,147.0
0,1.0,1.0,3.0,3.0,3.0,0.0,2.0,133.0
0,6.0,1.0,3.0,5.0,4.0,0.0,5.0,148.0
1,99.0,3.0,3.0,4.0,4.0,0.0,8.0,220.0
1,9.0,1.0,3.0,5.0,3.0,1.0,3.0,150.0
0,26.0,1.0,3.0,5.0,6.0,0.0,1.0,263.0
0,15.0,2.0,4.0,4.0,1.0,0.0,12.0,323.0
0,4.0,1.0,4.0,5.0,3.0,0.0,8.0,175.0
0,8.0,1.0,2.0,3.0,4.0,0.0,8.0,157.0
0,2.0,1.0,2.0,4.0,4.0,1.0,3.0,140.0
0,8.0,1.0,4.0,4.0,4.0,0.0,4.0,186.0
0,15.0,2.0,3.0,1.0,4.0,0.0,3.0,163.0
0,2.0,3.0,4.0,4.0,4.0,0.0,8.0,178.0
1,0.0,1.0,3.0,3.0,3.0,0.0,2.0,126.0
1,0.0,3.0,2.0,4.0,4.0,1.0,4.0,164.0
0,22.0,1.0,3.0,4.0,3.0,0.0,1.0,148.0
0,9.0,3.0,4.0,4.0,4.0,0.0,3.0,174.0
0,4.0,3.0,3.0,4.0,0.0,0.0,4.0,218.0
1,1.0,1.0,4.0,5.0,3.0,1.0,1.0,149.0
0,9.0,1.0,3.0,3.0,4.0,0.0,2.0,153.0
0,13.0,1.0,4.0,5.0,4.0,0.0,11.0,171.0
1,1.0,3.0,4.0,4.0,4.0,0.0,3.0,175.0
1,4.0,1.0,3.0,4.0,3.0,0.0,0.0,127.0
0,28.0,1.0,2.0,3.0,6.0,1.0,2.0,250.0
0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,136.0
0,7.0,3.0,3.0,4.0,0.0,1.0,6.0,171.0
0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,122.0
0,3.0,1.0,3.0,4.0,4.0,0.0,4.0,214.0
0,10.0,1.0,4.0,4.0,0.0,0.0,8.0,196.0
0,21.0,1.0,2.0,3.0,6.0,0.0,7.0,279.0
0,7.0,3.0,2.0,3.0,4.0,1.0,2.0,145.0
0,21.0,1.0,3.0,4.0,2.0,0.0,0.0,126.0
0,14.0,3.0,3.0,3.0,4.0,0.0,7.0,141.0
0,8.0,1.0,3.0,3.0,4.0,0.0,0.0,151.0
0,11.0,1.0,2.0,4.0,3.0,0.0,4.0,139.0
1,9.0,1.0,3.0,4.0,4.0,0.0,7.0,189.0
0,10.0,1.0,4.0,4.0,4.0,1.0,12.0,191.0
0,9.0,1.0,3.0,5.0,1.0,0.0,7.0,298.0
0,1.0,3.0,3.0,4.0,4.0,0.0,1.0,172.0
0,8.0,1.0,4.0,4.0,3.0,0.0,3.0,148.0
0,5.0,1.0,4.0,4.0,3.0,0.0,4.0,160.0
0,16.0,1.0,3.0,4.0,1.0,0.0,15.0,318.0
0,11.0,1.0,3.0,5.0,3.0,0.0,3.0,164.0
0,25.0,3.0,3.0,4.0,4.0,0.0,8.0,174.0
0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,169.0
0,7.0,3.0,2.0,3.0,0.0,0.0,1.0,199.0
0,10.0,3.0,3.0,5.0,4.0,0.0,4.0,185.0
0,5.0,1.0,3.0,4.0,4.0,0.0,7.0,153.0
0,11.0,3.0,3.0,4.0,3.0,0.0,9.0,30.0
0,14.0,1.0,4.0,4.0,6.0,0.0,14.0,258.0
1,0.0,3.0,2.0,4.0,3.0,0.0,2.0,120.0
1,3.0,3.0,2.0,4.0,0.0,1.0,0.0,192.0
0,3.0,1.0,4.0,6.0,3.0,1.0,4.0,147.0
1,19.0,1.0,3.0,3.0,3.0,0.0,8.0,123.0
1,1.0,2.0,3.0,2.0,2.0,0.0,1.0,155.0
0,13.0,1.0,3.0,3.0,3.0,0.0,2.0,120.0
0,1.0,1.0,4.0,5.0,3.0,0.0,8.0,173.0
0,13.0,1.0,2.0,3.0,3.0,0.0,3.0,125.0
0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,131.0
0,30.0,3.0,2.0,3.0,6.0,0.0,8.0,239.0
1,0.0,1.0,2.0,3.0,0.0,1.0,7.0,243.0
0,31.0,2.0,3.0,4.0,3.0,0.0,3.0,148.0
1,0.0,3.0,2.0,5.0,3.0,0.0,2.0,130.0
0,27.0,1.0,3.0,2.0,0.0,0.0,3.0,195.0
1,1.0,1.0,3.0,3.0,4.0,1.0,0.0,173.0
0,10.0,1.0,3.0,4.0,0.0,1.0,3.0,209.0
0,0.0,1.0,3.0,5.0,2.0,0.0,2.0,123.0
0,10.0,3.0,4.0,4.0,0.0,0.0,9.0,222.0
0,30.0,1.0,4.0,4.0,6.0,1.0,3.0,259.0
0,10.0,1.0,4.0,4.0,4.0,1.0,3.0,181.0
0,5.0,1.0,3.0,4.0,4.0,0.0,5.0,159.0
0,7.0,1.0,3.0,5.0,3.0,0.0,2.0,151.0
0,10.0,1.0,3.0,3.0,3.0,0.0,7.0,140.0
1,1.0,1.0,4.0,5.0,0.0,0.0,10.0,214.0
1,1.0,3.0,3.0,4.0,4.0,0.0,3.0,167.0
0,13.0,1.0,3.0,3.0,6.0,0.0,16.0,268.0
0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,196.24
1,13.0,3.0,3.0,3.0,4.0,0.0,1.0,170.0
1,2.0,1.0,3.0,3.0,3.0,1.0,2.0,124.0
0,2.0,2.0,2.0,4.0,3.0,0.0,0.0,128.0
0,14.0,1.0,3.0,4.0,1.0,0.0,10.0,319.0
0,24.0,1.0,3.0,4.0,0.0,0.0,12.0,258.0
0,11.0,1.0,3.0,4.0,0.0,0.0,3.0,200.0
0,12.0,3.0,2.0,3.0,4.0,0.0,2.0,141.0
0,6.0,1.0,4.0,4.0,4.0,0.0,3.0,168.0
0,31.0,1.0,3.0,6.0,4.0,1.0,3.0,187.0
1,9.0,3.0,3.0,4.0,4.0,0.0,1.0,189.0
0,5.0,3.0,4.0,5.0,4.0,0.0,8.0,1958.0
0,7.0,1.0,4.0,4.0,2.0,0.0,1.0,150.0
0,8.0,1.0,2.0,3.0,0.0,0.0,2.0,194.0
0,15.0,1.0,3.0,4.0,3.0,1.0,1.0,175.0
0,4.0,3.0,3.0,3.0,4.0,0.0,7.0,175.0
0,17.0,1.0,4.0,5.0,6.0,0.0,12.0,303.0
1,1.0,3.0,3.0,5.0,0.0,1.0,8.0,228.0
0,6.0,1.0,3.0,2.0,3.0,0.0,3.0,165.0
0,7.0,1.0,3.0,3.0,4.0,0.0,11.0,171.0
0,12.0,1.0,3.0,5.0,0.0,0.0,2.0,246.0
0,1.0,3.0,4.0,5.0,3.0,0.0,1.0,144.0
0,99.0,1.0,2.0,3.0,3.0,0.0,3.0,134.0
0,9.0,1.0,3.0,1.0,4.0,0.0,4.0,171.0
0,14.0,1.0,3.0,4.0,4.0,0.0,4.0,197.0
0,14.0,3.0,4.0,4.0,4.0,0.0,6.0,196.24
0,7.0,1.0,3.0,4.0,3.0,1.0,1.0,154.0
1,1.0,3.0,3.0,5.0,4.0,0.0,2.0,192.0
1,1.0,1.0,3.0,4.0,4.0,1.0,3.0,167.0
0,19.0,1.0,3.0,4.0,4.0,0.0,16.0,155.0
0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,129.0
0,10.0,1.0,3.0,3.0,3.0,0.0,7.0,139.0
1,1.0,3.0,3.0,4.0,4.0,1.0,8.0,183.0
0,9.0,1.0,2.0,3.0,1.0,0.0,4.0,299.0
0,20.0,1.0,2.0,3.0,1.0,0.0,1.0,290.0
0,5.0,1.0,3.0,3.0,3.0,0.0,7.0,130.0
1,0.0,3.0,2.0,3.0,4.0,1.0,2.0,199.0
0,12.0,1.0,3.0,4.0,0.0,1.0,1.0,204.0
0,19.0,1.0,3.0,4.0,3.0,0.0,4.0,162.0
0,6.0,3.0,3.0,4.0,0.0,0.0,8.0,229.0
0,2.0,3.0,2.0,4.0,4.0,0.0,4.0,164.0
0,4.0,1.0,3.0,5.0,4.0,1.0,1.0,194.0
0,30.0,1.0,3.0,4.0,3.0,0.0,0.0,127.0
0,24.0,3.0,2.0,3.0,1.0,1.0,10.0,299.0
0,28.0,1.0,3.0,3.0,6.0,1.0,2.0,267.0
0,15.0,3.0,3.0,4.0,4.0,0.0,11.0,187.0
0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,132.0
0,13.0,3.0,3.0,5.0,4.0,1.0,5.0,189.0
0,99.0,3.0,2.0,4.0,4.0,0.0,3.0,169.0
1,14.0,1.0,2.0,3.0,3.0,1.0,7.0,125.0
0,0.0,1.0,2.0,3.0,4.0,1.0,8.0,128.0
1,1.0,1.0,4.0,5.0,3.0,1.0,1.0,149.0
0,4.0,1.0,3.0,3.0,4.0,0.0,8.0,144.0
0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,172.0
1,1.0,2.0,4.0,4.0,3.0,1.0,3.0,146.0
0,1.0,3.0,2.0,3.0,4.0,0.0,4.0,147.0
1,0.0,2.0,2.0,3.0,3.0,1.0,0.0,196.24
0,3.0,1.0,4.0,2.0,3.0,0.0,3.0,153.0
1,1.0,3.0,3.0,5.0,3.0,0.0,1.0,153.0
1,1.0,1.0,3.0,4.0,3.0,0.0,6.0,146.0
0,21.0,1.0,3.0,4.0,1.0,0.0,2.0,308.0
0,1.0,3.0,3.0,4.0,4.0,0.0,8.0,187.0
1,0.0,1.0,2.0,3.0,4.0,0.0,8.0,196.24
0,10.0,3.0,2.0,3.0,3.0,0.0,8.0,133.0
0,7.0,3.0,3.0,5.0,4.0,0.0,2.0,172.0
0,1.0,1.0,4.0,4.0,4.0,0.0,3.0,174.0
0,22.0,1.0,3.0,4.0,0.0,0.0,9.0,204.0
0,19.0,1.0,2.0,3.0,1.0,0.0,2.0,297.0
0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,150.0
0,30.0,1.0,3.0,4.0,3.0,0.0,1.0,146.0
0,2.0,1.0,2.0,3.0,3.0,0.0,10.0,1921.0
0,23.0,1.0,3.0,3.0,1.0,1.0,7.0,296.0
0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,129.0
1,1.0,1.0,4.0,4.0,3.0,0.0,1.0,152.0
1,1.0,3.0,3.0,4.0,0.0,1.0,8.0,221.0
1,9.0,3.0,3.0,4.0,4.0,0.0,1.0,185.0
0,13.0,1.0,3.0,3.0,3.0,0.0,2.0,134.0
0,19.0,1.0,3.0,5.0,6.0,0.0,7.0,294.0
0,31.0,3.0,4.0,4.0,0.0,1.0,5.0,244.0
0,7.0,1.0,2.0,4.0,4.0,0.0,0.0,146.0
0,26.0,1.0,4.0,5.0,1.0,0.0,10.0,325.0
0,14.0,1.0,3.0,4.0,3.0,1.0,1.0,161.0
0,13.0,1.0,2.0,3.0,3.0,0.0,0.0,124.0
0,10.0,3.0,4.0,5.0,4.0,0.0,1.0,194.0
0,31.0,1.0,3.0,4.0,3.0,0.0,3.0,151.0
0,21.0,3.0,4.0,5.0,3.0,1.0,3.0,160.0
0,0.0,3.0,3.0,3.0,4.0,0.0,4.0,168.0
0,20.0,3.0,3.0,3.0,4.0,0.0,2.0,146.0
0,4.0,3.0,3.0,4.0,4.0,0.0,8.0,178.0
0,8.0,3.0,3.0,4.0,4.0,0.0,5.0,188.0
0,5.0,1.0,2.0,4.0,4.0,0.0,0.0,197.0
0,12.0,1.0,2.0,3.0,4.0,0.0,3.0,159.0
0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,112.0
0,7.0,1.0,2.0,3.0,4.0,0.0,0.0,151.0
0,1.0,1.0,3.0,4.0,4.0,0.0,5.0,189.0
0,19.0,3.0,3.0,4.0,0.0,1.0,2.0,191.0
0,9.0,1.0,3.0,3.0,4.0,0.0,7.0,159.0
0,5.0,3.0,4.0,5.0,4.0,0.0,8.0,180.0
0,18.0,1.0,2.0,4.0,2.0,0.0,3.0,142.0
0,23.0,1.0,3.0,4.0,6.0,0.0,3.0,285.0
0,1.0,1.0,3.0,4.0,3.0,0.0,2.0,140.0
1,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1862.0
0,15.0,3.0,3.0,4.0,4.0,0.0,5.0,170.0
0,0.0,3.0,2.0,3.0,0.0,0.0,7.0,188.0
0,9.0,3.0,4.0,4.0,4.0,0.0,1.0,177.0
0,9.0,1.0,2.0,3.0,0.0,1.0,7.0,183.0
0,26.0,3.0,4.0,5.0,1.0,1.0,13.0,323.0
0,1.0,3.0,3.0,2.0,4.0,0.0,3.0,180.0
0,15.0,1.0,3.0,4.0,4.0,0.0,0.0,168.0
0,12.0,1.0,2.0,2.0,0.0,0.0,7.0,196.0
0,17.0,1.0,3.0,4.0,2.0,0.0,0.0,123.0
0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,124.0
0,9.0,1.0,2.0,3.0,0.0,1.0,7.0,184.0
0,16.0,1.0,3.0,4.0,6.0,0.0,1.0,292.0
1,17.0,1.0,4.0,5.0,0.0,0.0,10.0,227.0
0,0.0,1.0,2.0,4.0,3.0,0.0,1.0,142.0
1,1.0,1.0,3.0,4.0,4.0,1.0,3.0,172.0
0,7.0,3.0,3.0,4.0,4.0,0.0,7.0,167.0
0,16.0,1.0,2.0,3.0,4.0,0.0,2.0,156.0
0,1.0,1.0,3.0,4.0,3.0,0.0,3.0,158.0
0,9.0,1.0,4.0,5.0,3.0,0.0,3.0,157.0
0,15.0,1.0,3.0,1.0,4.0,1.0,0.0,124.0
0,12.0,3.0,4.0,4.0,0.0,0.0,14.0,232.0
0,16.0,3.0,3.0,3.0,6.0,1.0,9.0,263.0
0,12.0,1.0,2.0,3.0,0.0,1.0,8.0,215.0
0,18.0,1.0,3.0,4.0,6.0,0.0,8.0,268.0
0,26.0,3.0,3.0,5.0,6.0,0.0,17.0,301.0
0,1.0,1.0,3.0,4.0,3.0,0.0,3.0,154.0
0,99.0,3.0,2.0,5.0,4.0,1.0,2.0,175.0
0,26.0,3.0,2.0,3.0,4.0,0.0,10.0,184.0
1,0.0,3.0,3.0,5.0,4.0,1.0,7.0,162.0
0,2.0,1.0,3.0,4.0,3.0,0.0,0.0,121.0
1,1.0,2.0,3.0,5.0,3.0,0.0,4.0,159.0
0,8.0,3.0,3.0,4.0,3.0,0.0,2.0,125.0
0,31.0,3.0,3.0,5.0,4.0,0.0,4.0,180.0
0,30.0,3.0,3.0,3.0,6.0,0.0,8.0,257.0
0,1.0,1.0,2.0,3.0,3.0,0.0,4.0,121.0
0,3.0,1.0,2.0,4.0,4.0,0.0,0.0,169.0
0,18.0,3.0,2.0,3.0,4.0,0.0,1.0,149.0
0,30.0,1.0,2.0,3.0,3.0,0.0,2.0,124.0
0,18.0,1.0,3.0,5.0,3.0,0.0,4.0,157.0
0,3.0,1.0,4.0,4.0,3.0,0.0,3.0,162.0
0,0.0,3.0,2.0,1.0,3.0,0.0,2.0,127.0
1,1.0,3.0,4.0,5.0,3.0,0.0,3.0,169.0
1,2.0,1.0,3.0,3.0,3.0,1.0,2.0,129.0
0,9.0,1.0,3.0,4.0,4.0,0.0,8.0,196.0
0,1.0,1.0,3.0,5.0,3.0,0.0,2.0,150.0
0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,143.0
1,1.0,3.0,3.0,4.0,4.0,1.0,8.0,190.0
0,24.0,1.0,4.0,4.0,6.0,0.0,4.0,305.0
1,0.0,3.0,2.0,3.0,3.0,0.0,0.0,196.24
1,1.0,3.0,3.0,6.0,3.0,0.0,3.0,156.0
0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,130.0
0,5.0,3.0,3.0,3.0,4.0,0.0,0.0,151.0
1,1.0,1.0,4.0,4.0,3.0,0.0,1.0,144.0
0,16.0,1.0,3.0,4.0,6.0,0.0,3.0,302.0
0,30.0,1.0,3.0,3.0,1.0,1.0,5.0,297.0
0,1.0,1.0,3.0,5.0,4.0,0.0,3.0,169.0
0,16.0,1.0,3.0,5.0,1.0,0.0,7.0,297.0
0,20.0,1.0,2.0,4.0,4.0,0.0,1.0,178.0
0,4.0,2.0,3.0,4.0,4.0,1.0,8.0,195.0
0,4.0,1.0,3.0,5.0,4.0,1.0,1.0,200.0
0,23.0,1.0,3.0,3.0,1.0,1.0,7.0,292.0
1,1.0,1.0,4.0,4.0,3.0,0.0,1.0,139.0
1,1.0,1.0,3.0,5.0,4.0,1.0,1.0,154.0
1,0.0,1.0,3.0,5.0,3.0,1.0,7.0,129.0
0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,139.0
0,1.0,1.0,4.0,4.0,3.0,0.0,1.0,140.0
0,6.0,3.0,3.0,3.0,4.0,0.0,3.0,200.0
1,0.0,1.0,3.0,3.0,4.0,1.0,0.0,126.0
0,8.0,1.0,2.0,3.0,0.0,1.0,3.0,206.0
0,5.0,1.0,3.0,4.0,4.0,0.0,3.0,170.0
1,8.0,1.0,4.0,4.0,0.0,0.0,6.0,207.0
1,18.0,1.0,3.0,3.0,1.0,1.0,4.0,306.0
0,9.0,1.0,3.0,5.0,3.0,0.0,1.0,138.0
0,7.0,3.0,2.0,3.0,3.0,1.0,7.0,123.0
0,0.0,1.0,3.0,3.0,3.0,0.0,6.0,134.0
0,19.0,1.0,3.0,4.0,0.0,1.0,1.0,262.0
0,21.0,3.0,3.0,4.0,6.0,1.0,14.0,263.0
0,99.0,3.0,3.0,2.0,4.0,0.0,9.0,165.0
0,22.0,3.0,2.0,4.0,6.0,0.0,3.0,231.0
0,15.0,1.0,2.0,3.0,4.0,0.0,2.0,141.0
1,1.0,1.0,4.0,2.0,0.0,0.0,8.0,199.0
1,5.0,1.0,3.0,4.0,1.0,0.0,9.0,320.0
0,18.0,3.0,3.0,4.0,4.0,0.0,11.0,307.0
0,7.0,1.0,2.0,3.0,3.0,0.0,0.0,120.0
1,1.0,1.0,4.0,4.0,0.0,0.0,1.0,225.0
0,8.0,1.0,2.0,1.0,3.0,0.0,2.0,125.0
1,0.0,1.0,2.0,4.0,2.0,0.0,0.0,114.0
0,17.0,1.0,3.0,3.0,4.0,0.0,2.0,127.0
0,9.0,3.0,3.0,4.0,3.0,0.0,1.0,155.0
0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,123.0
1,0.0,2.0,3.0,3.0,3.0,1.0,4.0,121.0
0,10.0,1.0,2.0,4.0,3.0,0.0,3.0,152.0
0,1.0,1.0,3.0,4.0,3.0,0.0,5.0,163.0
1,21.0,1.0,3.0,5.0,0.0,1.0,3.0,196.24
0,1.0,1.0,4.0,2.0,3.0,0.0,8.0,164.0
1,0.0,3.0,2.0,5.0,4.0,1.0,2.0,1903.0
0,14.0,3.0,3.0,5.0,4.0,0.0,4.0,194.0
0,8.0,1.0,3.0,2.0,4.0,0.0,3.0,177.0
0,10.0,1.0,4.0,4.0,4.0,1.0,3.0,200.0
0,28.0,1.0,2.0,3.0,6.0,1.0,2.0,248.0
0,9.0,1.0,2.0,4.0,4.0,1.0,0.0,170.0
0,0.0,1.0,3.0,3.0,3.0,0.0,4.0,131.0
0,25.0,1.0,2.0,3.0,0.0,0.0,0.0,207.0
0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,140.0
0,0.0,1.0,2.0,4.0,3.0,1.0,0.0,129.0
1,2.0,1.0,3.0,4.0,2.0,0.0,3.0,139.0
0,0.0,1.0,2.0,5.0,3.0,0.0,2.0,146.0
0,18.0,3.0,3.0,3.0,4.0,0.0,7.0,148.0
0,8.0,1.0,4.0,5.0,3.0,0.0,8.0,153.0
0,8.0,3.0,4.0,5.0,4.0,0.0,8.0,192.0
0,11.0,3.0,3.0,4.0,0.0,0.0,4.0,199.0
0,9.0,1.0,4.0,2.0,3.0,1.0,3.0,159.0
0,2.0,1.0,3.0,6.0,4.0,0.0,1.0,179.0
0,5.0,3.0,3.0,3.0,4.0,0.0,2.0,148.0
0,3.0,1.0,4.0,5.0,3.0,0.0,5.0,167.0
0,30.0,1.0,4.0,4.0,1.0,0.0,3.0,325.0
0,0.0,3.0,2.0,3.0,3.0,0.0,2.0,126.0
0,28.0,1.0,3.0,1.0,1.0,0.0,15.0,287.0
0,13.0,1.0,4.0,4.0,4.0,0.0,4.0,200.0
0,23.0,1.0,3.0,4.0,4.0,0.0,4.0,319.0
1,1.0,1.0,3.0,4.0,3.0,1.0,2.0,146.0
0,28.0,1.0,2.0,1.0,6.0,0.0,0.0,247.0
0,26.0,1.0,4.0,4.0,4.0,1.0,10.0,182.0
0,25.0,1.0,3.0,4.0,1.0,0.0,9.0,300.0
0,7.0,3.0,4.0,4.0,4.0,0.0,5.0,180.0
0,8.0,1.0,2.0,3.0,4.0,0.0,3.0,151.0
0,30.0,1.0,3.0,5.0,0.0,0.0,0.0,215.0
1,21.0,1.0,4.0,4.0,0.0,0.0,7.0,230.0
0,9.0,1.0,2.0,3.0,4.0,0.0,1.0,149.0
0,14.0,3.0,2.0,4.0,4.0,0.0,4.0,189.0
0,13.0,3.0,3.0,4.0,4.0,0.0,3.0,170.0
1,1.0,2.0,3.0,6.0,3.0,0.0,1.0,144.0
0,8.0,1.0,3.0,3.0,3.0,1.0,2.0,139.0
0,11.0,1.0,3.0,5.0,4.0,0.0,12.0,190.0
0,16.0,1.0,3.0,3.0,4.0,1.0,2.0,151.0
0,12.0,3.0,4.0,4.0,0.0,0.0,14.0,236.0
1,0.0,1.0,2.0,5.0,3.0,0.0,1.0,127.0
0,25.0,1.0,3.0,5.0,6.0,0.0,4.0,256.0
0,9.0,1.0,3.0,3.0,3.0,0.0,1.0,147.0
0,9.0,1.0,2.0,3.0,4.0,0.0,7.0,158.0
1,16.0,3.0,3.0,3.0,0.0,1.0,2.0,206.0
0,10.0,1.0,3.0,2.0,3.0,0.0,0.0,147.0
1,4.0,3.0,3.0,5.0,0.0,1.0,1.0,218.0
0,10.0,3.0,3.0,4.0,4.0,0.0,8.0,171.0
1,20.0,1.0,4.0,4.0,3.0,1.0,4.0,177.0
0,30.0,1.0,3.0,4.0,3.0,1.0,0.0,134.0
0,12.0,1.0,2.0,3.0,4.0,0.0,8.0,155.0
0,11.0,3.0,3.0,5.0,4.0,1.0,3.0,158.0
0,8.0,1.0,2.0,4.0,3.0,0.0,2.0,124.0
0,23.0,1.0,2.0,4.0,6.0,0.0,7.0,270.0
1,1.0,1.0,3.0,4.0,3.0,1.0,2.0,153.0
0,1.0,2.0,4.0,4.0,3.0,0.0,8.0,154.0
0,12.0,1.0,3.0,6.0,4.0,1.0,1.0,190.0
0,27.0,1.0,3.0,4.0,1.0,0.0,9.0,316.0
0,8.0,1.0,4.0,4.0,3.0,0.0,4.0,156.0
0,26.0,1.0,3.0,5.0,6.0,0.0,3.0,196.24
1,8.0,1.0,4.0,4.0,3.0,1.0,4.0,153.0
0,19.0,3.0,4.0,4.0,4.0,0.0,8.0,173.0
0,6.0,1.0,2.0,4.0,4.0,0.0,2.0,150.0
0,9.0,1.0,3.0,4.0,2.0,0.0,1.0,138.0
1,9.0,2.0,3.0,5.0,3.0,0.0,1.0,151.0
0,12.0,1.0,3.0,4.0,3.0,1.0,1.0,142.0
0,7.0,2.0,4.0,4.0,4.0,0.0,3.0,230.0
0,24.0,1.0,2.0,4.0,0.0,0.0,7.0,228.0
1,1.0,2.0,3.0,4.0,3.0,1.0,1.0,152.0
0,19.0,1.0,2.0,3.0,1.0,1.0,2.0,293.0
0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,129.0
0,3.0,3.0,3.0,5.0,4.0,1.0,8.0,208.0
0,19.0,3.0,3.0,3.0,6.0,0.0,3.0,277.0
0,24.0,1.0,3.0,4.0,6.0,1.0,14.0,244.0
0,4.0,1.0,1.0,3.0,4.0,0.0,4.0,159.0
0,11.0,1.0,2.0,4.0,4.0,0.0,2.0,168.0
0,20.0,1.0,3.0,4.0,4.0,0.0,10.0,1953.0
0,6.0,1.0,2.0,4.0,0.0,0.0,2.0,171.0
0,10.0,1.0,2.0,3.0,4.0,0.0,1.0,141.0
0,10.0,3.0,3.0,4.0,4.0,1.0,12.0,192.0
1,1.0,1.0,4.0,5.0,3.0,0.0,8.0,149.0
0,28.0,2.0,2.0,2.0,6.0,1.0,5.0,298.0
0,1.0,1.0,3.0,3.0,4.0,0.0,8.0,147.0
1,0.0,3.0,3.0,5.0,3.0,1.0,0.0,111.0
0,28.0,3.0,2.0,4.0,1.0,0.0,13.0,301.0
0,1.0,1.0,3.0,5.0,3.0,0.0,2.0,145.0
1,0.0,2.0,3.0,4.0,3.0,0.0,2.0,123.0
0,16.0,3.0,3.0,4.0,4.0,0.0,3.0,193.0
0,27.0,1.0,2.0,3.0,4.0,0.0,3.0,152.0
0,8.0,3.0,3.0,3.0,0.0,0.0,9.0,185.0
0,15.0,3.0,4.0,4.0,0.0,1.0,1.0,261.0
0,1.0,1.0,4.0,4.0,4.0,0.0,3.0,196.24
0,9.0,3.0,3.0,3.0,4.0,0.0,0.0,168.0
0,7.0,3.0,3.0,4.0,4.0,1.0,3.0,179.0
0,3.0,1.0,3.0,3.0,0.0,1.0,8.0,221.0
1,0.0,1.0,3.0,4.0,3.0,1.0,0.0,141.0
0,15.0,3.0,2.0,3.0,4.0,0.0,6.0,149.0
0,9.0,1.0,2.0,3.0,0.0,0.0,2.0,180.0
0,17.0,1.0,4.0,4.0,4.0,0.0,3.0,148.0
0,26.0,3.0,2.0,3.0,4.0,0.0,10.0,187.0
0,23.0,1.0,3.0,5.0,6.0,1.0,8.0,269.0
0,1.0,1.0,3.0,4.0,3.0,0.0,1.0,146.0
0,4.0,1.0,3.0,6.0,4.0,0.0,3.0,187.0
0,7.0,3.0,3.0,4.0,4.0,0.0,3.0,189.0
0,8.0,1.0,2.0,4.0,3.0,0.0,1.0,126.0
0,29.0,1.0,3.0,3.0,6.0,1.0,9.0,234.0
0,4.0,3.0,4.0,5.0,0.0,0.0,8.0,196.0
1,0.0,1.0,2.0,4.0,3.0,0.0,0.0,113.0
0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,220.0
1,1.0,1.0,4.0,4.0,2.0,0.0,1.0,150.0
0,9.0,1.0,3.0,4.0,1.0,0.0,15.0,314.0
0,1.0,3.0,3.0,4.0,3.0,0.0,3.0,196.24
0,7.0,3.0,3.0,3.0,4.0,0.0,2.0,165.0
0,19.0,1.0,4.0,4.0,0.0,0.0,12.0,177.0
0,10.0,1.0,4.0,4.0,3.0,0.0,8.0,150.0
