monthly_income,num_active_bnpl_plans,total_bnpl_amount,average_emi,bnpl_income_ratio,Financial_Stress,Emi_delayed
131041,1,18228,18228.0,0.139101502583161,Low Risk,0
141202,0,0,0.0,0.0,Low Risk,0
92606,2,35040,17520.0,0.18918860548992505,Low Risk,0
138769,1,12424,12424.0,0.08953008236709928,Low Risk,0
133542,2,13572,6786.0,0.050815473783528776,Low Risk,0
86042,1,10756,10756.0,0.12500871667325258,Low Risk,0
61418,3,36135,12045.0,0.19611514539711486,Low Risk,1
115699,1,4730,4730.0,0.04088194366416304,Low Risk,0
105140,2,25368,12684.0,0.12063914780292943,Low Risk,0
26781,0,0,0.0,0.0,Low Risk,0
151587,1,2795,2795.0,0.018438256578730366,Low Risk,0
112628,1,5840,5840.0,0.05185211492701637,Low Risk,0
91946,2,23838,11919.0,0.12963043525547605,Low Risk,0
100058,1,4726,4726.0,0.04723260508904835,Low Risk,0
155167,0,0,0.0,0.0,Low Risk,0
166542,2,37250,18625.0,0.11183365157137538,Low Risk,0
58129,2,5686,2843.0,0.04890846221335306,Low Risk,0
102939,1,26388,26388.0,0.25634599131524494,Risky,1
57674,1,22268,22268.0,0.3861011894441169,Medium Risk,1
142572,2,20600,10300.0,0.0722441994220464,Low Risk,0
44831,3,6765,2255.0,0.05030001561419553,Low Risk,0
72174,2,14924,7462.0,0.10338903206140715,Low Risk,0
184292,2,95210,47605.0,0.2583128947539774,Risky,1
75610,1,15942,15942.0,0.21084512630604418,Risky,1
198791,1,13150,13150.0,0.06614987600042256,Low Risk,0
71652,2,25860,12930.0,0.1804555350862502,Low Risk,0
80524,2,23592,11796.0,0.14649048730813174,Low Risk,0
21470,2,21556,10778.0,0.5020027945971123,Medium Risk,1
187870,1,11304,11304.0,0.06016926598179592,Low Risk,0
68473,0,0,0.0,0.0,Low Risk,0
165952,2,31114,15557.0,0.09374397416120324,Low Risk,0
29308,2,11966,5983.0,0.20414221373003957,Low Risk,1
106563,1,10563,10563.0,0.099124461586104,Low Risk,0
50081,1,17402,17402.0,0.34747708711886743,Medium Risk,1
24837,3,52029,17343.0,0.6982727382534123,Risky,1
198223,0,0,0.0,0.0,Low Risk,0
133128,1,10898,10898.0,0.08186106604170422,Low Risk,0
182896,3,53394,17798.0,0.09731213367159479,Low Risk,0
179145,1,19110,19110.0,0.10667336515113456,Low Risk,0
127651,1,11767,11767.0,0.09218102482550078,Low Risk,0
172371,3,37854,12618.0,0.07320256887759542,Low Risk,0
29506,1,13135,13135.0,0.44516369551955537,Medium Risk,1
128604,2,29420,14710.0,0.11438213430375416,Low Risk,0
41026,2,15272,7636.0,0.18612587139862527,Low Risk,0
184489,2,22062,11031.0,0.05979218273176178,Low Risk,0
67413,1,10695,10695.0,0.1586489252814739,Low Risk,0
80066,2,49581,24790.5,0.30962580870781603,Medium Risk,1
65971,1,20166,20166.0,0.3056797683830774,Medium Risk,1
173353,2,43206,21603.0,0.12461855289495999,Low Risk,0
128978,3,54318,18106.0,0.1403805300128704,Low Risk,0
174163,1,7364,7364.0,0.04228222986512635,Low Risk,0
65494,3,59193,19731.0,0.30126423794546064,Medium Risk,1
118864,0,0,0.0,0.0,Low Risk,0
164682,0,0,0.0,0.0,Low Risk,0
147151,1,34780,34780.0,0.23635585215187122,Risky,1
192823,1,14908,14908.0,0.07731442825803976,Low Risk,0
101126,2,20926,10463.0,0.10346498427704053,Low Risk,0
177023,2,26906,13453.0,0.07599577456036787,Low Risk,0
95863,3,41145,13715.0,0.14306875436821298,Low Risk,0
93291,0,0,0.0,0.0,Low Risk,0
97733,1,8387,8387.0,0.08581543593259186,Low Risk,0
77712,0,0,0.0,0.0,Low Risk,0
167545,2,29260,14630.0,0.08731982452475455,Low Risk,0
140849,0,0,0.0,0.0,Low Risk,0
94823,0,0,0.0,0.0,Low Risk,0
47230,4,74188,18547.0,0.3926953207706966,Medium Risk,1
55644,2,55995,27997.5,0.503153978865646,Medium Risk,1
194736,1,11856,11856.0,0.0608824254375154,Low Risk,0
60203,1,24174,24174.0,0.4015414514226866,Medium Risk,1
81677,1,18374,18374.0,0.22495929086523747,Risky,1
138246,2,44415,22207.5,0.16063755913371816,Low Risk,0
85219,2,20850,10425.0,0.12233187434726997,Low Risk,0
185956,1,15436,15436.0,0.08300888382197939,Low Risk,0
115088,2,54924,27462.0,0.23861740581120533,Risky,1
84322,0,0,0.0,0.0,Low Risk,0
36650,1,4362,4362.0,0.11901773533424284,Low Risk,0
109242,0,0,0.0,0.0,Low Risk,0
155262,6,63876,10646.0,0.06856796898146358,Low Risk,0
185733,3,67020,22340.0,0.12028018715037177,Low Risk,0
95428,1,21024,21024.0,0.22031269648321247,Risky,1
189312,1,17306,17306.0,0.09141522988505747,Low Risk,0
36042,1,11004,11004.0,0.30531047111703014,Medium Risk,1
58894,2,32504,16252.0,0.2759534078174347,Risky,1
71759,1,18539,18539.0,0.2583508688805585,Risky,1
59306,3,46398,15466.0,0.26078305736350454,Risky,1
123369,2,3992,1996.0,0.01617910496153815,Low Risk,0
166990,3,42508,14169.33,0.0848513683454099,Low Risk,0
43379,0,0,0.0,0.0,Low Risk,0
135667,0,0,0.0,0.0,Low Risk,0
132626,1,44109,44109.0,0.33258184669672614,Medium Risk,1
191819,2,27438,13719.0,0.07152054801661983,Low Risk,0
140180,3,14076,4692.0,0.03347125124839492,Low Risk,0
160817,0,0,0.0,0.0,Low Risk,0
20730,2,38936,19468.0,0.9391220453449107,Risky,1
159993,0,0,0.0,0.0,Low Risk,0
34023,1,17846,17846.0,0.5245275254974576,Medium Risk,1
141796,1,13068,13068.0,0.09216056870433581,Low Risk,0
96533,1,72396,72396.0,0.7499611531807776,Risky,1
98286,2,12660,6330.0,0.06440388254685306,Low Risk,0
56979,5,50900,10180.0,0.17866231418592815,Low Risk,0
161069,3,54411,18137.0,0.11260391509228963,Low Risk,0
191111,4,23750,5937.5,0.031068332016472102,Low Risk,0
35923,2,25762,12881.0,0.3585725022965788,Medium Risk,1
23876,0,0,0.0,0.0,Low Risk,0
57422,1,38688,38688.0,0.6737487374177145,Risky,1
66413,1,34065,34065.0,0.5129266860403836,Medium Risk,1
117484,2,5448,2724.0,0.02318613598447448,Low Risk,0
148913,2,4988,2494.0,0.016748034087017253,Low Risk,0
43756,3,96815,32271.67,0.7375370234939208,Risky,1
86576,0,0,0.0,0.0,Low Risk,0
133248,3,32640,10880.0,0.08165225744476465,Low Risk,0
45341,3,6420,2140.0,0.04719790035508701,Low Risk,0
163082,2,12166,6083.0,0.03730025386002134,Low Risk,0
142039,1,9491,9491.0,0.06681967628609044,Low Risk,0
177730,2,9500,4750.0,0.02672593259438474,Low Risk,0
195074,3,7377,2459.0,0.012605472794939357,Low Risk,0
147447,1,14680,14680.0,0.09956119826107009,Low Risk,0
114485,2,7066,3533.0,0.030859937983141895,Low Risk,0
37092,0,0,0.0,0.0,Low Risk,0
146562,1,18189,18189.0,0.12410447455684284,Low Risk,0
133222,1,8763,8763.0,0.06577742414916456,Low Risk,0
100216,1,5972,5972.0,0.05959128282908917,Low Risk,0
98860,2,10161,5080.5,0.051390855755614,Low Risk,0
167364,1,17475,17475.0,0.10441313544131355,Low Risk,0
118889,1,6282,6282.0,0.05283920295401593,Low Risk,0
18159,3,44607,14869.0,0.8188226223911008,Risky,1
113162,0,0,0.0,0.0,Low Risk,0
117834,1,16451,16451.0,0.1396116570769048,Low Risk,0
163137,0,0,0.0,0.0,Low Risk,0
192583,1,2351,2351.0,0.012207723423147422,Low Risk,0
44320,1,11094,11094.0,0.2503158844765343,Risky,1
49924,1,17892,17892.0,0.3583847448121144,Medium Risk,1
186806,2,32600,16300.0,0.08725629797758103,Low Risk,0
83116,3,18930,6310.0,0.07591799412868762,Low Risk,0
186097,0,0,0.0,0.0,Low Risk,0
94436,2,11466,5733.0,0.06070778093100089,Low Risk,0
82163,1,2547,2547.0,0.030999354940788433,Low Risk,0
169536,4,12304,3076.0,0.018143639109097772,Low Risk,0
120468,1,1735,1735.0,0.014402164890261315,Low Risk,0
15901,2,24642,12321.0,0.7748569272372807,Risky,1
102980,1,12856,12856.0,0.1248397747135366,Low Risk,0
122594,1,10188,10188.0,0.08310357766285463,Low Risk,0
17881,2,11456,5728.0,0.3203400257256306,Medium Risk,1
44863,1,4729,4729.0,0.10540980317856585,Low Risk,0
151694,2,32964,16482.0,0.10865294606246786,Low Risk,0
147450,2,36920,18460.0,0.12519498134961005,Low Risk,0
74251,2,5660,2830.0,0.038113964795086934,Low Risk,0
78212,1,17932,17932.0,0.22927428016161203,Risky,1
65210,0,0,0.0,0.0,Low Risk,0
140629,1,3790,3790.0,0.026950344523533554,Low Risk,0
117552,2,36594,18297.0,0.15565026541445487,Low Risk,0
197700,1,92800,92800.0,0.46939807789580174,Medium Risk,1
76360,2,33092,16546.0,0.21668412781561028,Risky,1
150675,4,30784,7696.0,0.051076820972291354,Low Risk,0
142466,2,32084,16042.0,0.112602305111395,Low Risk,0
100473,2,47700,23850.0,0.23737720581648802,Risky,1
176679,2,37812,18906.0,0.10700762399606065,Low Risk,0
106873,3,25431,8477.0,0.07931844338607506,Low Risk,0
80756,1,7604,7604.0,0.0941601862400317,Low Risk,0
193066,1,4122,4122.0,0.02135021184465416,Low Risk,0
71344,2,27564,13782.0,0.19317672123794571,Low Risk,1
199847,1,3456,3456.0,0.01729322932043013,Low Risk,0
86154,4,19920,4980.0,0.057803468208092484,Low Risk,0
42464,2,23394,11697.0,0.275456857573474,Risky,1
188696,1,18527,18527.0,0.09818438122694705,Low Risk,0
136897,2,25928,12964.0,0.09469893423522795,Low Risk,0
52344,1,9237,9237.0,0.17646721687299405,Low Risk,0
98791,2,10812,5406.0,0.05472158394995495,Low Risk,0
194047,1,8591,8591.0,0.04427277927512407,Low Risk,0
135209,1,75136,75136.0,0.5557026529299085,Medium Risk,1
96441,1,18044,18044.0,0.1870988480003318,Low Risk,0
105456,2,9656,4828.0,0.04578212714307389,Low Risk,0
96788,2,53847,26923.5,0.2781698144398066,Risky,1
186653,1,25953,25953.0,0.13904410858652153,Low Risk,0
98434,1,12784,12784.0,0.1298738240851738,Low Risk,0
99518,0,0,0.0,0.0,Low Risk,0
81537,0,0,0.0,0.0,Low Risk,0
130721,2,2226,1113.0,0.008514316750942847,Low Risk,0
62645,2,3062,1531.0,0.024439300822092745,Low Risk,0
38283,3,32142,10714.0,0.27986312462450696,Risky,1
101971,1,13230,13230.0,0.12974277000323622,Low Risk,0
107759,1,30708,30708.0,0.28496923690828607,Risky,1
117780,2,18648,9324.0,0.07916454406520632,Low Risk,0
176096,2,24318,12159.0,0.06904756496456478,Low Risk,0
45734,1,9217,9217.0,0.2015349630471859,Low Risk,1
15515,3,10944,3648.0,0.2351272961650016,Risky,1
125782,1,82992,82992.0,0.6598082396527325,Risky,1
81727,0,0,0.0,0.0,Low Risk,0
124164,2,6130,3065.0,0.024685093908057086,Low Risk,0
61216,2,3866,1933.0,0.03157671197072661,Low Risk,0
86833,2,4100,2050.0,0.02360853592528186,Low Risk,0
73755,1,8116,8116.0,0.11003999728831944,Low Risk,0
42856,2,24212,12106.0,0.28248086615643087,Risky,1
170234,2,3584,1792.0,0.010526686795822221,Low Risk,0
152080,1,12367,12367.0,0.08131904260915308,Low Risk,0
22987,2,13926,6963.0,0.3029103406273111,Medium Risk,1
149404,2,4770,2385.0,0.01596342802066879,Low Risk,0
81323,2,36888,18444.0,0.22679930646926455,Risky,1
24873,0,0,0.0,0.0,Low Risk,0
182516,1,18533,18533.0,0.10154178263823446,Low Risk,0
181412,1,30688,30688.0,0.16916190770180584,Low Risk,0
120219,4,43465,10866.25,0.09038712682687429,Low Risk,0
20033,2,24788,12394.0,0.6186791793540658,Risky,1
30689,3,13059,4353.0,0.14184235393789305,Low Risk,0
191318,1,6327,6327.0,0.033070594507573776,Low Risk,0
22533,2,30562,15281.0,0.6781609195402298,Risky,1
130828,2,34904,17452.0,0.1333965206224967,Low Risk,0
74658,1,22116,22116.0,0.2962308125050229,Risky,1
124028,3,53052,17684.0,0.14258070758215888,Low Risk,0
26772,5,101922,20384.4,0.7614074406095922,Risky,1
195108,1,78148,78148.0,0.400537138405396,Medium Risk,1
31932,0,0,0.0,0.0,Low Risk,0
39648,1,12246,12246.0,0.3088680387409201,Medium Risk,1
47966,1,8074,8074.0,0.1683275653587958,Low Risk,0
173849,1,18623,18623.0,0.10712169756512836,Low Risk,0
163246,1,1459,1459.0,0.008937431851316418,Low Risk,0
159870,1,53541,53541.0,0.33490335897917056,Medium Risk,1
163630,0,0,0.0,0.0,Low Risk,0
76084,0,0,0.0,0.0,Low Risk,0
190309,1,56892,56892.0,0.29894539932425684,Risky,1
146250,2,48897,24448.5,0.16716923076923076,Low Risk,0
32118,3,36594,12198.0,0.3797870353073043,Medium Risk,1
146870,1,1864,1864.0,0.012691495880710833,Low Risk,0
22601,3,31146,10382.0,0.4593602053006504,Medium Risk,1
40363,0,0,0.0,0.0,Low Risk,0
191336,2,33470,16735.0,0.08746393778483924,Low Risk,0
87833,2,34168,17084.0,0.19450548199423906,Low Risk,1
110865,2,49086,24543.0,0.2213773508320931,Risky,1
15731,2,29862,14931.0,0.9491450003178438,Risky,1
147201,3,24654,8218.0,0.055828425078633975,Low Risk,0
92506,3,46353,15451.0,0.16702700365381706,Low Risk,0
175337,2,34088,17044.0,0.0972070926273405,Low Risk,0
171863,1,33154,33154.0,0.19290946858835234,Low Risk,1
127341,1,7510,7510.0,0.05897550671032896,Low Risk,0
34773,2,34047,17023.5,0.4895608661892848,Medium Risk,1
19239,1,17435,17435.0,0.906232132647227,Risky,1
35863,1,14116,14116.0,0.393609012073725,Medium Risk,1
66415,1,12553,12553.0,0.18900850711435668,Low Risk,0
83968,2,13545,6772.5,0.08065572599085366,Low Risk,0
75430,1,4330,4330.0,0.05740421582924566,Low Risk,0
112206,1,24114,24114.0,0.21490829367413508,Risky,1
71240,4,39912,9978.0,0.14006176305446377,Low Risk,0
20586,1,17939,17939.0,0.8714174681822597,Risky,1
137374,1,15594,15594.0,0.11351493004498668,Low Risk,0
46186,1,10954,10954.0,0.23717143723206166,Risky,1
41928,2,6224,3112.0,0.07422247662659798,Low Risk,0
137990,3,58782,19594.0,0.14199579679686933,Low Risk,0
35711,3,10804,3601.33,0.10084651787964492,Low Risk,0
69962,3,11136,3712.0,0.05305737400303022,Low Risk,0
35039,0,0,0.0,0.0,Low Risk,0
16577,1,7469,7469.0,0.45056403450564037,Medium Risk,1
122792,1,2610,2610.0,0.021255456381523225,Low Risk,0
174422,1,22029,22029.0,0.1262971414156471,Low Risk,0
179870,2,50391,25195.5,0.14007616611997553,Low Risk,0
25785,2,30957,15478.5,0.6002908667830134,Risky,1
133680,2,18710,9355.0,0.06998055056852184,Low Risk,0
80431,1,5710,5710.0,0.07099252775671072,Low Risk,0
86894,2,2210,1105.0,0.01271664326650862,Low Risk,0
165653,3,56065,18688.33,0.1128161276886021,Low Risk,0
70192,2,20688,10344.0,0.14736722133576477,Low Risk,0
161583,2,24924,12462.0,0.07712444997307885,Low Risk,0
91106,2,39752,19876.0,0.21816345795008013,Risky,1
63665,1,7071,7071.0,0.111065734705097,Low Risk,0
190486,1,10152,10152.0,0.05329525529435234,Low Risk,0
96010,1,4297,4297.0,0.04475575460889491,Low Risk,0
122803,0,0,0.0,0.0,Low Risk,0
28386,0,0,0.0,0.0,Low Risk,0
139069,1,4506,4506.0,0.03240118214699178,Low Risk,0
69460,0,0,0.0,0.0,Low Risk,0
169546,0,0,0.0,0.0,Low Risk,0
130375,1,2617,2617.0,0.02007286673058485,Low Risk,0
127660,1,18372,18372.0,0.1439135202882657,Low Risk,0
167117,1,1434,1434.0,0.008580814638845838,Low Risk,0
106319,3,34557,11519.0,0.10834375793602273,Low Risk,0
131582,2,38060,19030.0,0.14462464470824277,Low Risk,0
150994,1,49420,49420.0,0.32729777342146044,Medium Risk,1
168778,0,0,0.0,0.0,Low Risk,0
57771,3,18774,6258.0,0.10832424572882589,Low Risk,0
67335,4,55816,13954.0,0.20723249424519194,Low Risk,1
67949,1,8190,8190.0,0.1205315751519522,Low Risk,0
110558,3,75296,25098.67,0.2270181262323848,Risky,1
161312,2,33192,16596.0,0.10288137274350327,Low Risk,0
117272,0,0,0.0,0.0,Low Risk,0
162646,1,13188,13188.0,0.08108407215670843,Low Risk,0
166285,1,2760,2760.0,0.016598009441621313,Low Risk,0
86916,2,30048,15024.0,0.1728565511528372,Low Risk,0
65906,2,25134,12567.0,0.19068066640366582,Low Risk,1
15463,2,7911,3955.5,0.2558041777145444,Risky,1
178045,1,13479,13479.0,0.07570558004998736,Low Risk,0
89694,1,1524,1524.0,0.016991103083818317,Low Risk,0
166723,1,6279,6279.0,0.03766127049057419,Low Risk,0
85474,1,19060,19060.0,0.2229917869761565,Risky,1
53185,2,23092,11546.0,0.2170912851367867,Risky,1
49980,2,26646,13323.0,0.2665666266506603,Risky,1
69970,1,12312,12312.0,0.17596112619694154,Low Risk,0
31766,2,36852,18426.0,0.5800541459422024,Medium Risk,1
131944,2,37878,18939.0,0.14353816770751227,Low Risk,0
108922,3,57687,19229.0,0.17653917482234993,Low Risk,0
157767,1,4501,4501.0,0.028529413628959163,Low Risk,0
163868,2,37850,18925.0,0.11548929626284571,Low Risk,0
188615,1,17850,17850.0,0.0946372239747634,Low Risk,0
160631,1,11832,11832.0,0.0736595053258711,Low Risk,0
179211,2,50715,25357.5,0.14149522071747828,Low Risk,0
23802,3,43566,14522.0,0.6101167969078228,Risky,1
186277,1,17153,17153.0,0.09208329530752589,Low Risk,0
49159,1,10144,10144.0,0.20635082080595618,Low Risk,1
65492,2,20934,10467.0,0.15982104684541623,Low Risk,0
44086,3,3879,1293.0,0.02932903869709205,Low Risk,0
128758,0,0,0.0,0.0,Low Risk,0
143023,0,0,0.0,0.0,Low Risk,0
125195,1,3498,3498.0,0.02794041295578897,Low Risk,0
193838,0,0,0.0,0.0,Low Risk,0
53737,1,20184,20184.0,0.37560712358337833,Medium Risk,1
24265,1,19877,19877.0,0.8191634040799506,Risky,1
134501,1,7281,7281.0,0.054133426517274964,Low Risk,0
30386,2,41517,20758.5,0.6831600078983743,Risky,1
136635,2,2596,1298.0,0.00949976214000805,Low Risk,0
189326,2,25304,12652.0,0.06682653201356391,Low Risk,0
68634,1,20244,20244.0,0.2949558527843343,Risky,1
193734,1,1473,1473.0,0.0076032085230264175,Low Risk,0
101988,2,85805,42902.5,0.42066223477271836,Medium Risk,1
156215,1,28158,28158.0,0.1802515763531031,Low Risk,0
82443,1,34336,34336.0,0.41648169038002014,Medium Risk,1
44424,1,12578,12578.0,0.2831352422114172,Risky,1
56505,2,22348,11174.0,0.19775241129103618,Low Risk,1
173029,1,6632,6632.0,0.03832883505077184,Low Risk,0
171536,1,18658,18658.0,0.10877017069303237,Low Risk,0
129012,1,44043,44043.0,0.3413868477350944,Medium Risk,1
169721,1,15953,15953.0,0.09399543957436027,Low Risk,0
188137,2,41881,20940.5,0.11130452808325848,Low Risk,0
49758,2,17668,8834.0,0.17753929016439568,Low Risk,0
31374,3,52929,17643.0,0.562344616561484,Medium Risk,1
133686,1,21030,21030.0,0.15730891791212243,Low Risk,0
42388,1,10704,10704.0,0.25252429932999904,Risky,1
36029,2,22640,11320.0,0.3141913458602792,Medium Risk,1
98981,1,6178,6178.0,0.062416019236014995,Low Risk,0
68639,2,25432,12716.0,0.18525910925275718,Low Risk,0
129010,2,11014,5507.0,0.04268661344081854,Low Risk,0
159740,0,0,0.0,0.0,Low Risk,0
141519,3,49605,16535.0,0.11683943498752818,Low Risk,0
157429,1,48816,48816.0,0.31008264042838357,Medium Risk,1
117739,1,6516,6516.0,0.05534274964115544,Low Risk,0
66796,2,20397,10198.5,0.1526812982813342,Low Risk,0
160698,1,2530,2530.0,0.01574381759573859,Low Risk,0
22951,1,17138,17138.0,0.7467212757614047,Risky,1
34065,2,21066,10533.0,0.3092029942756495,Medium Risk,1
120072,0,0,0.0,0.0,Low Risk,0
155202,1,14421,14421.0,0.09291761704101752,Low Risk,0
104360,0,0,0.0,0.0,Low Risk,0
197774,0,0,0.0,0.0,Low Risk,0
183065,3,9420,3140.0,0.017152377570808182,Low Risk,0
177947,2,20496,10248.0,0.05759018134613115,Low Risk,0
152126,2,9342,4671.0,0.030704810486044464,Low Risk,0
122357,1,38440,38440.0,0.3141626551811502,Medium Risk,1
194589,2,16740,8370.0,0.043013736644928545,Low Risk,0
44670,1,19982,19982.0,0.44732482650548466,Medium Risk,1
103388,1,19328,19328.0,0.18694626068789413,Low Risk,0
104156,1,3929,3929.0,0.037722262759706596,Low Risk,0
174379,2,23918,11959.0,0.06858050568015644,Low Risk,0
108348,3,71108,23702.67,0.21876425960793,Risky,1
41312,2,33140,16570.0,0.4010941130906274,Medium Risk,1
81985,0,0,0.0,0.0,Low Risk,0
145744,1,9823,9823.0,0.06739900098803381,Low Risk,0
115963,2,2642,1321.0,0.01139156455076188,Low Risk,0
186349,2,38154,19077.0,0.10237243022500792,Low Risk,0
46551,3,92235,30745.0,0.6604584219458228,Risky,1
116025,0,0,0.0,0.0,Low Risk,0
191284,0,0,0.0,0.0,Low Risk,0
58258,2,20300,10150.0,0.17422499914174877,Low Risk,0
144553,2,14894,7447.0,0.05151743651117583,Low Risk,0
41950,2,32322,16161.0,0.38524433849821216,Medium Risk,1
169560,2,44315,22157.5,0.13067645671148856,Low Risk,0
142870,2,20880,10440.0,0.07307342339189472,Low Risk,0
15215,2,6832,3416.0,0.22451528097272427,Risky,1
83689,1,11486,11486.0,0.1372462330772264,Low Risk,0
38834,1,19695,19695.0,0.507158675387547,Medium Risk,1
49474,1,2229,2229.0,0.045053967740631445,Low Risk,0
58066,2,5060,2530.0,0.04357110873833224,Low Risk,0
25400,2,27634,13817.0,0.5439763779527559,Medium Risk,1
140211,1,10579,10579.0,0.07545057092524837,Low Risk,0
43899,2,11004,5502.0,0.12533315109683593,Low Risk,0
43229,2,35672,17836.0,0.4125933979504499,Medium Risk,1
150969,1,53883,53883.0,0.356914333406196,Medium Risk,1
86537,2,24408,12204.0,0.14102638177889226,Low Risk,0
150639,1,8317,8317.0,0.05521146582226382,Low Risk,0
89807,1,4264,4264.0,0.0474795951317826,Low Risk,0
144648,1,19315,19315.0,0.1335310546983021,Low Risk,0
127652,3,15726,5242.0,0.04106476984301068,Low Risk,0
159401,1,13693,13693.0,0.08590284879015815,Low Risk,0
86792,4,87830,21957.5,0.2529899069038621,Risky,1
146300,1,1637,1637.0,0.011189336978810664,Low Risk,0
48686,1,3370,3370.0,0.06921907735283243,Low Risk,0
113802,1,57057,57057.0,0.5013708019191226,Medium Risk,1
148881,2,21830,10915.0,0.07331358601836366,Low Risk,0
182619,0,0,0.0,0.0,Low Risk,0
57818,2,23304,11652.0,0.20152893562558372,Low Risk,1
115422,1,17963,17963.0,0.15562890956663375,Low Risk,0
86927,2,33486,16743.0,0.19260989105801418,Low Risk,1
128221,2,18774,9387.0,0.07320953665936157,Low Risk,0
52333,2,28572,14286.0,0.2729826304626144,Risky,1
141457,1,8182,8182.0,0.05784089864764557,Low Risk,0
31576,1,5718,5718.0,0.18108690144413478,Low Risk,0
134875,2,19698,9849.0,0.07302316960148285,Low Risk,0
54405,2,37272,18636.0,0.34254204576785224,Medium Risk,1
109000,2,19430,9715.0,0.08912844036697248,Low Risk,0
82946,2,57108,28554.0,0.3442480650061486,Medium Risk,1
22465,3,52233,17411.0,0.7750278210549744,Risky,1
107850,1,2170,2170.0,0.020120537783959204,Low Risk,0
107691,2,28632,14316.0,0.1329358999359278,Low Risk,0
44511,1,9033,9033.0,0.20293859944732762,Low Risk,1
95960,2,23496,11748.0,0.1224260108378491,Low Risk,0
80776,2,12132,6066.0,0.07509656333564425,Low Risk,0
59462,2,27008,13504.0,0.22710302377989305,Risky,1
117072,0,0,0.0,0.0,Low Risk,0
187982,2,25996,12998.0,0.0691449181304593,Low Risk,0
171258,1,44292,44292.0,0.25862733419752654,Risky,1
168885,3,7341,2447.0,0.014489149421203778,Low Risk,0
93282,1,13611,13611.0,0.14591239467421369,Low Risk,0
124779,2,33716,16858.0,0.13510286185976808,Low Risk,0
174132,1,4343,4343.0,0.02494084947051662,Low Risk,0
87104,1,36154,36154.0,0.41506704628949304,Medium Risk,1
152152,1,11257,11257.0,0.07398522530101477,Low Risk,0
159926,3,61768,20589.33,0.1287428560709328,Low Risk,0
199054,2,9330,4665.0,0.023435851577963768,Low Risk,0
56081,1,14696,14696.0,0.26204953549330434,Risky,1
134181,0,0,0.0,0.0,Low Risk,0
42094,3,29520,9840.0,0.23376253147717013,Risky,1
192112,1,13062,13062.0,0.06799158824019322,Low Risk,0
81766,2,24132,12066.0,0.14756744857275642,Low Risk,0
98053,2,6126,3063.0,0.03123820790796814,Low Risk,0
16301,0,0,0.0,0.0,Low Risk,0
96463,1,13464,13464.0,0.1395768325679276,Low Risk,0
180750,2,47128,23564.0,0.13036791147994467,Low Risk,0
39466,1,18969,18969.0,0.48064156489129883,Medium Risk,1
186947,2,21740,10870.0,0.05814482179441232,Low Risk,0
39354,3,9840,3280.0,0.08334603852213245,Low Risk,0
108297,1,4749,4749.0,0.04385163023906479,Low Risk,0
79384,3,71308,23769.33,0.29942217575330043,Risky,1
110027,1,97255,97255.0,0.8839194016014251,Risky,1
75892,1,7068,7068.0,0.09313234596531914,Low Risk,0
50525,3,3264,1088.0,0.021533894111825828,Low Risk,0
172604,1,15154,15154.0,0.08779634307432041,Low Risk,0
122392,2,36410,18205.0,0.14874338192038694,Low Risk,0
70514,0,0,0.0,0.0,Low Risk,0
128428,3,72796,24265.33,0.1889411187591491,Low Risk,0
127564,1,19082,19082.0,0.14958765795992598,Low Risk,0
123047,0,0,0.0,0.0,Low Risk,0
47634,3,36324,12108.0,0.2541881849099383,Risky,1
24269,1,22468,22468.0,0.9257901026000247,Risky,1
38065,2,20073,10036.5,0.2636674110074872,Risky,1
95859,1,5963,5963.0,0.06220594831992823,Low Risk,0
158424,2,13972,6986.0,0.044096854012018384,Low Risk,0
119127,1,49780,49780.0,0.4178733620421903,Medium Risk,1
111426,1,11982,11982.0,0.1075332507673254,Low Risk,0
178088,2,37788,18894.0,0.10609361663896501,Low Risk,0
26962,1,2931,2931.0,0.10870855277798383,Low Risk,0
48302,0,0,0.0,0.0,Low Risk,0
100382,2,5616,2808.0,0.027973142595286007,Low Risk,0
19011,3,53724,17908.0,0.9419809583925096,Risky,1
144716,2,56835,28417.5,0.19636736781005557,Low Risk,1
34782,3,19578,6526.0,0.1876257834512104,Low Risk,0
102245,3,43575,14525.0,0.14206073646633088,Low Risk,0
93863,3,31314,10438.0,0.11120462802169119,Low Risk,0
138206,2,54390,27195.0,0.19677148604257413,Low Risk,1
116010,0,0,0.0,0.0,Low Risk,0
47769,0,0,0.0,0.0,Low Risk,0
122529,1,10170,10170.0,0.0830007590039909,Low Risk,0
39700,2,14234,7117.0,0.17926952141057934,Low Risk,0
20269,2,36780,18390.0,0.9072968572697222,Risky,1
136631,0,0,0.0,0.0,Low Risk,0
58880,0,0,0.0,0.0,Low Risk,0
129003,1,31768,31768.0,0.24625783896498532,Risky,1
154392,0,0,0.0,0.0,Low Risk,0
50897,3,32780,10926.67,0.21468200483329075,Risky,1
177002,1,6241,6241.0,0.03525948859334923,Low Risk,0
29380,2,33812,16906.0,0.575425459496256,Medium Risk,1
85934,1,15914,15914.0,0.18518863313705866,Low Risk,0
20529,0,0,0.0,0.0,Low Risk,0
109598,0,0,0.0,0.0,Low Risk,0
64178,1,22336,22336.0,0.3480320359001527,Medium Risk,1
153009,1,33980,33980.0,0.2220784398303368,Risky,1
136952,0,0,0.0,0.0,Low Risk,0
91396,1,12276,12276.0,0.1343166002888529,Low Risk,0
