user_id,age,monthly_income,orders_per_month,avg_order_amount,num_active_bnpl_plans,total_bnpl_amount,average_emi,total_monthly_emi,dti_ratio,bnpl_utilization_ratio,repayment_delay_count,last_payment_delay_days,on_time_repayment_rate,spending_volatility,impulse_purchase_count,risk_label
745,30,155167,0,1259,0,0,0.0,0.0,0.0,0.0,0,8,1.0,0.31,0,Risky
746,28,166542,2,18625,2,37250,18625.0,37250.0,0.22,0.22,0,3,1.0,0.37,3,Risky
747,40,58129,2,2843,2,5686,2843.0,5686.0,0.1,0.1,0,16,1.0,0.03,3,Low
748,33,23531,2,14754,1,29508,29508.0,29508.0,1.25,1.25,2,18,0.6,0.05,3,Risky
749,48,52038,1,3280,1,3280,3280.0,3280.0,0.06,0.06,0,9,1.0,0.14,3,Low
750,28,102939,3,8796,1,26388,26388.0,26388.0,0.26,0.26,2,12,0.6,0.17,3,Medium
751,33,57674,4,5567,1,22268,22268.0,22268.0,0.39,0.39,0,30,1.0,0.32,3,Risky
752,25,142572,2,10300,2,20600,10300.0,20600.0,0.14,0.14,0,1,1.0,0.09,1,Low
753,21,44831,3,2255,3,6765,2255.0,6765.0,0.15,0.15,0,8,1.0,0.27,4,Medium
754,57,72174,2,7462,2,14924,7462.0,14924.0,0.21,0.21,0,6,1.0,0.09,0,Low
755,21,26279,6,11432,1,68592,68592.0,68592.0,2.61,2.61,1,25,0.8,0.18,1,Risky
756,42,184292,5,19042,2,95210,47605.0,95210.0,0.52,0.52,0,9,1.0,0.47,2,Risky
757,20,75610,1,15942,1,15942,15942.0,15942.0,0.21,0.21,0,11,1.0,0.45,0,Risky
758,49,198791,1,13150,1,13150,13150.0,13150.0,0.07,0.07,0,30,1.0,0.48,4,Risky
759,20,68051,3,4371,0,13113,0.0,0.0,0.0,0.19,0,21,1.0,0.3,2,Medium
760,44,71652,3,8620,2,25860,12930.0,25860.0,0.36,0.36,1,19,0.8,0.25,5,Medium
761,46,80524,6,3932,2,23592,11796.0,23592.0,0.29,0.29,0,10,1.0,0.42,1,Risky
762,49,21470,2,10778,2,21556,10778.0,21556.0,1.0,1.0,1,3,0.8,0.04,2,Risky
763,36,187870,1,11304,1,11304,11304.0,11304.0,0.06,0.06,0,11,1.0,0.49,3,Risky
764,38,68473,0,9119,0,0,0.0,0.0,0.0,0.0,3,11,0.4,0.23,5,Risky
765,22,165952,2,15557,2,31114,15557.0,31114.0,0.19,0.19,0,22,1.0,0.34,1,Risky
766,35,59439,3,15407,1,46221,46221.0,46221.0,0.78,0.78,0,7,1.0,0.36,1,Risky
767,45,29308,2,5983,2,11966,5983.0,11966.0,0.41,0.41,1,19,0.8,0.31,0,Risky
768,59,106563,3,3521,1,10563,10563.0,10563.0,0.1,0.1,0,13,1.0,0.45,1,Risky
769,39,50081,1,17402,1,17402,17402.0,17402.0,0.35,0.35,2,6,0.6,0.14,1,Medium
770,38,196455,1,19953,0,19953,0.0,0.0,0.0,0.1,1,2,0.8,0.27,4,Medium
771,23,24837,3,17343,3,52029,17343.0,52029.0,2.09,2.09,1,27,0.8,0.22,1,Risky
772,18,198223,0,1783,0,0,0.0,0.0,0.0,0.0,1,27,0.8,0.35,2,Risky
773,22,133128,1,10898,1,10898,10898.0,10898.0,0.08,0.08,0,24,1.0,0.2,1,Medium
774,58,182896,3,17798,3,53394,17798.0,53394.0,0.29,0.29,1,27,0.8,0.45,5,Risky
775,29,179145,2,9555,1,19110,19110.0,19110.0,0.11,0.11,0,18,1.0,0.25,2,Medium
776,43,127651,1,11767,1,11767,11767.0,11767.0,0.09,0.09,1,13,0.8,0.27,4,Medium
777,51,112624,1,2103,1,2103,2103.0,2103.0,0.02,0.02,1,18,0.8,0.25,4,Medium
778,31,172371,6,6309,3,37854,12618.0,37854.0,0.22,0.22,0,9,1.0,0.31,3,Risky
779,43,45063,1,2171,1,2171,2171.0,2171.0,0.05,0.05,0,11,1.0,0.26,2,Medium
780,44,84453,2,9634,0,19268,0.0,0.0,0.0,0.23,0,28,1.0,0.47,2,Risky
781,26,117166,1,7408,0,7408,0.0,0.0,0.0,0.06,1,17,0.8,0.07,2,Medium
782,43,29506,1,13135,1,13135,13135.0,13135.0,0.45,0.45,0,18,1.0,0.01,3,Medium
783,39,128604,2,14710,2,29420,14710.0,29420.0,0.23,0.23,0,23,1.0,0.26,4,Medium
784,47,41026,2,7636,2,15272,7636.0,15272.0,0.37,0.37,0,17,1.0,0.38,2,Risky
785,34,173744,1,3589,1,3589,3589.0,3589.0,0.02,0.02,0,12,1.0,0.32,3,Risky
786,43,184489,2,11031,2,22062,11031.0,22062.0,0.12,0.12,0,16,1.0,0.48,2,Risky
787,53,67413,1,10695,1,10695,10695.0,10695.0,0.16,0.16,3,20,0.4,0.09,0,Risky
788,18,80066,3,16527,2,49581,24790.5,49581.0,0.62,0.62,0,23,1.0,0.35,3,Risky
789,25,65971,3,6722,1,20166,20166.0,20166.0,0.31,0.31,0,5,1.0,0.41,3,Risky
790,52,173353,3,14402,2,43206,21603.0,43206.0,0.25,0.25,0,29,1.0,0.46,9,Risky
791,32,128978,3,18106,3,54318,18106.0,54318.0,0.42,0.42,0,15,1.0,0.26,2,Medium
792,39,174163,4,1841,1,7364,7364.0,7364.0,0.04,0.04,1,17,0.8,0.18,0,Medium
793,31,65494,3,19731,3,59193,19731.0,59193.0,0.9,0.9,0,27,1.0,0.48,2,Risky
794,43,118864,0,1645,0,0,0.0,0.0,0.0,0.0,0,8,1.0,0.4,3,Risky
795,45,164682,0,9215,0,0,0.0,0.0,0.0,0.0,5,29,0.0,0.24,6,Risky
796,40,147151,2,17390,1,34780,34780.0,34780.0,0.24,0.24,0,12,1.0,0.33,1,Risky
797,31,110386,3,4701,0,14103,0.0,0.0,0.0,0.13,0,3,1.0,0.14,3,Low
798,41,192823,1,14908,1,14908,14908.0,14908.0,0.08,0.08,0,12,1.0,0.31,1,Risky
799,19,101126,2,10463,2,20926,10463.0,20926.0,0.21,0.21,0,2,1.0,0.27,3,Medium
800,43,177023,2,13453,2,26906,13453.0,26906.0,0.15,0.15,1,3,0.8,0.02,0,Medium
801,31,95863,3,13715,3,41145,13715.0,41145.0,0.43,0.43,4,18,0.2,0.43,4,Risky
802,24,93291,0,6630,0,0,0.0,0.0,0.0,0.0,1,23,0.8,0.25,4,Medium
803,20,140659,1,16902,1,16902,16902.0,16902.0,0.12,0.12,1,0,0.8,0.24,1,Medium
804,40,22235,1,3556,0,3556,0.0,0.0,0.0,0.16,5,0,0.0,0.14,1,Risky
805,35,97733,1,8387,1,8387,8387.0,8387.0,0.09,0.09,1,8,0.8,0.1,4,Medium
806,55,77712,0,10858,0,0,0.0,0.0,0.0,0.0,0,22,1.0,0.15,1,Low
807,52,167545,2,14630,2,29260,14630.0,29260.0,0.17,0.17,0,24,1.0,0.32,5,Risky
808,32,140849,0,5661,0,0,0.0,0.0,0.0,0.0,0,2,1.0,0.05,3,Low
809,42,94823,0,4801,0,0,0.0,0.0,0.0,0.0,0,2,1.0,0.17,4,Medium
810,54,119215,2,8413,1,16826,16826.0,16826.0,0.14,0.14,0,29,1.0,0.49,1,Risky
811,45,47230,4,18547,4,74188,18547.0,74188.0,1.57,1.57,1,17,0.8,0.14,1,Risky
812,27,99573,1,13071,1,13071,13071.0,13071.0,0.13,0.13,0,1,1.0,0.48,2,Risky
813,56,55644,3,18665,2,55995,27997.5,55995.0,1.01,1.01,1,10,0.8,0.05,0,Risky
814,34,194736,1,11856,1,11856,11856.0,11856.0,0.06,0.06,0,8,1.0,0.4,2,Risky
815,56,60203,2,12087,1,24174,24174.0,24174.0,0.4,0.4,0,1,1.0,0.22,2,Medium
816,39,81677,2,9187,1,18374,18374.0,18374.0,0.22,0.22,0,19,1.0,0.1,4,Low
817,43,171497,0,17686,0,0,0.0,0.0,0.0,0.0,0,26,1.0,0.39,0,Risky
818,42,138246,3,14805,2,44415,22207.5,44415.0,0.32,0.32,1,3,0.8,0.0,6,Medium
819,34,99817,2,9947,1,19894,19894.0,19894.0,0.2,0.2,2,8,0.6,0.17,4,Medium
820,30,84806,7,10418,0,72926,0.0,0.0,0.0,0.86,0,13,1.0,0.3,3,Risky
821,37,57814,1,8575,1,8575,8575.0,8575.0,0.15,0.15,1,18,0.8,0.12,1,Medium
822,42,85219,2,10425,2,20850,10425.0,20850.0,0.24,0.24,2,15,0.6,0.17,3,Medium
823,21,195718,1,6978,0,6978,0.0,0.0,0.0,0.04,0,25,1.0,0.05,1,Low
824,27,185956,1,15436,1,15436,15436.0,15436.0,0.08,0.08,0,13,1.0,0.43,1,Risky
825,20,110345,1,10089,1,10089,10089.0,10089.0,0.09,0.09,0,14,1.0,0.21,4,Medium
826,58,115088,6,9154,2,54924,27462.0,54924.0,0.48,0.48,0,17,1.0,0.07,0,Medium
827,35,84322,0,9183,0,0,0.0,0.0,0.0,0.0,5,27,0.0,0.1,1,Risky
828,53,36650,1,4362,1,4362,4362.0,4362.0,0.12,0.12,0,14,1.0,0.14,0,Low
829,39,109242,0,12101,0,0,0.0,0.0,0.0,0.0,0,18,1.0,0.11,1,Low
830,51,155262,6,10646,6,63876,10646.0,63876.0,0.41,0.41,0,29,1.0,0.25,4,Medium
831,25,53196,1,19396,1,19396,19396.0,19396.0,0.36,0.36,2,8,0.6,0.45,3,Risky
832,57,185521,2,18484,1,36968,36968.0,36968.0,0.2,0.2,0,20,1.0,0.09,1,Low
833,36,185733,4,16755,3,67020,22340.0,67020.0,0.36,0.36,0,20,1.0,0.23,0,Medium
834,59,44709,0,6104,0,0,0.0,0.0,0.0,0.0,0,15,1.0,0.33,0,Risky
835,58,95428,2,10512,1,21024,21024.0,21024.0,0.22,0.22,1,22,0.8,0.09,0,Medium
836,54,24943,2,17069,1,34138,34138.0,34138.0,1.37,1.37,1,29,0.8,0.08,1,Risky
837,23,189312,1,17306,1,17306,17306.0,17306.0,0.09,0.09,4,16,0.2,0.08,1,Risky
838,43,191832,4,17255,1,69020,69020.0,69020.0,0.36,0.36,0,9,1.0,0.44,3,Risky
839,51,36042,2,5502,1,11004,11004.0,11004.0,0.31,0.31,0,4,1.0,0.36,2,Risky
840,23,58894,2,16252,2,32504,16252.0,32504.0,0.55,0.55,2,8,0.6,0.17,1,Risky
841,54,152941,1,7037,0,7037,0.0,0.0,0.0,0.05,2,13,0.6,0.45,1,Risky
842,50,71759,1,18539,1,18539,18539.0,18539.0,0.26,0.26,0,29,1.0,0.48,3,Risky
843,39,120973,6,10292,1,61752,61752.0,61752.0,0.51,0.51,0,21,1.0,0.2,2,Risky
844,38,59306,3,15466,3,46398,15466.0,46398.0,0.78,0.78,0,27,1.0,0.26,1,Risky
845,23,123369,2,1996,2,3992,1996.0,3992.0,0.03,0.03,0,23,1.0,0.18,1,Medium
846,23,166990,4,10627,3,42508,14169.33,42508.0,0.25,0.25,2,9,0.6,0.11,1,Medium
847,21,43379,0,19929,0,0,0.0,0.0,0.0,0.0,0,23,1.0,0.39,4,Risky
848,47,135667,0,5984,0,0,0.0,0.0,0.0,0.0,1,0,0.8,0.32,2,Risky
849,28,149034,2,17737,1,35474,35474.0,35474.0,0.24,0.24,0,23,1.0,0.18,4,Medium
850,47,159923,2,3318,1,6636,6636.0,6636.0,0.04,0.04,0,21,1.0,0.01,3,Low
851,48,132626,3,14703,1,44109,44109.0,44109.0,0.33,0.33,0,19,1.0,0.38,2,Risky
852,41,191819,2,13719,2,27438,13719.0,27438.0,0.14,0.14,0,2,1.0,0.24,2,Medium
853,26,140180,4,3519,3,14076,4692.0,14076.0,0.1,0.1,3,15,0.4,0.04,1,Risky
854,20,67349,6,6427,1,38562,38562.0,38562.0,0.57,0.57,1,4,0.8,0.06,0,Risky
855,48,160817,0,5603,0,0,0.0,0.0,0.0,0.0,1,30,0.8,0.31,1,Risky
856,57,20730,2,19468,2,38936,19468.0,38936.0,1.88,1.88,0,12,1.0,0.27,6,Risky
857,54,159993,0,1899,0,0,0.0,0.0,0.0,0.0,0,4,1.0,0.12,3,Low
858,53,34023,1,17846,1,17846,17846.0,17846.0,0.52,0.52,0,22,1.0,0.07,1,Risky
859,41,191421,0,18885,0,0,0.0,0.0,0.0,0.0,0,24,1.0,0.44,2,Risky
860,48,141796,1,13068,1,13068,13068.0,13068.0,0.09,0.09,0,10,1.0,0.07,2,Low
861,23,96533,4,18099,1,72396,72396.0,72396.0,0.75,0.75,0,16,1.0,0.04,1,Risky
862,19,98286,2,6330,2,12660,6330.0,12660.0,0.13,0.13,0,29,1.0,0.31,2,Risky
863,37,56979,5,10180,5,50900,10180.0,50900.0,0.89,0.89,0,24,1.0,0.13,1,Risky
864,45,37837,2,17595,0,35190,0.0,0.0,0.0,0.93,0,2,1.0,0.33,2,Risky
865,28,161069,3,18137,3,54411,18137.0,54411.0,0.34,0.34,5,21,0.0,0.24,2,Risky
866,21,119975,1,16473,1,16473,16473.0,16473.0,0.14,0.14,0,5,1.0,0.11,1,Low
867,32,191111,5,4750,4,23750,5937.5,23750.0,0.12,0.12,0,15,1.0,0.03,1,Low
868,23,35923,2,12881,2,25762,12881.0,25762.0,0.72,0.72,1,19,0.8,0.04,0,Risky
869,47,23876,0,17819,0,0,0.0,0.0,0.0,0.0,0,29,1.0,0.29,1,Medium
870,55,75973,4,5929,0,23716,0.0,0.0,0.0,0.31,1,1,0.8,0.38,2,Risky
871,19,148959,1,15796,1,15796,15796.0,15796.0,0.11,0.11,3,4,0.4,0.34,5,Risky
872,32,57422,2,19344,1,38688,38688.0,38688.0,0.67,0.67,0,18,1.0,0.3,0,Risky
873,28,66413,5,6813,1,34065,34065.0,34065.0,0.51,0.51,0,19,1.0,0.11,2,Risky
874,25,117484,2,2724,2,5448,2724.0,5448.0,0.05,0.05,0,21,1.0,0.43,2,Risky
875,43,148913,2,2494,2,4988,2494.0,4988.0,0.03,0.03,1,10,0.8,0.31,4,Risky
876,22,43756,5,19363,3,96815,32271.67,96815.0,2.21,2.21,2,22,0.6,0.35,1,Risky
877,23,86576,0,9437,0,0,0.0,0.0,0.0,0.0,0,17,1.0,0.11,3,Low
878,43,133248,4,8160,3,32640,10880.0,32640.0,0.24,0.24,0,26,1.0,0.13,2,Low
879,21,25304,3,9575,0,28725,0.0,0.0,0.0,1.14,1,30,0.8,0.45,2,Risky
880,36,45341,5,1284,3,6420,2140.0,6420.0,0.14,0.14,5,2,0.0,0.24,4,Risky
881,37,150830,0,16315,0,0,0.0,0.0,0.0,0.0,2,11,0.6,0.28,1,Medium
882,50,163082,2,6083,2,12166,6083.0,12166.0,0.07,0.07,1,22,0.8,0.06,2,Medium
883,37,142039,1,9491,1,9491,9491.0,9491.0,0.07,0.07,0,12,1.0,0.2,5,Medium
884,29,177730,5,1900,2,9500,4750.0,9500.0,0.05,0.05,1,20,0.8,0.44,0,Risky
885,18,195074,3,2459,3,7377,2459.0,7377.0,0.04,0.04,0,19,1.0,0.45,2,Risky
886,43,147447,1,14680,1,14680,14680.0,14680.0,0.1,0.1,0,19,1.0,0.37,3,Risky
887,31,114485,2,3533,2,7066,3533.0,7066.0,0.06,0.06,0,8,1.0,0.27,0,Medium
888,55,37092,0,7579,0,0,0.0,0.0,0.0,0.0,3,30,0.4,0.47,1,Risky
889,54,146562,1,18189,1,18189,18189.0,18189.0,0.12,0.12,0,8,1.0,0.44,1,Risky
890,28,18729,5,8595,2,42975,21487.5,42975.0,2.29,2.29,1,25,0.8,0.42,2,Risky
891,53,152046,1,19612,1,19612,19612.0,19612.0,0.13,0.13,0,6,1.0,0.44,0,Risky
892,30,133222,3,2921,1,8763,8763.0,8763.0,0.07,0.07,1,0,0.8,0.23,1,Medium
893,20,100216,1,5972,1,5972,5972.0,5972.0,0.06,0.06,0,0,1.0,0.26,1,Medium
894,50,98860,3,3387,2,10161,5080.5,10161.0,0.1,0.1,4,18,0.2,0.21,6,Risky
895,23,111870,5,11730,1,58650,58650.0,58650.0,0.52,0.52,1,2,0.8,0.37,4,Risky
896,27,36398,0,15830,0,0,0.0,0.0,0.0,0.0,0,6,1.0,0.3,6,Medium
897,22,49650,1,2996,0,2996,0.0,0.0,0.0,0.06,0,11,1.0,0.03,3,Low
898,40,167364,3,5825,1,17475,17475.0,17475.0,0.1,0.1,1,29,0.8,0.07,3,Medium
899,27,118889,1,6282,1,6282,6282.0,6282.0,0.05,0.05,0,15,1.0,0.1,1,Low
900,19,18159,3,14869,3,44607,14869.0,44607.0,2.46,2.46,0,12,1.0,0.34,6,Risky
901,30,113162,0,19887,0,0,0.0,0.0,0.0,0.0,1,17,0.8,0.05,0,Medium
902,57,117834,1,16451,1,16451,16451.0,16451.0,0.14,0.14,1,23,0.8,0.27,2,Medium
903,19,163137,0,1104,0,0,0.0,0.0,0.0,0.0,0,16,1.0,0.42,5,Risky
904,37,36638,2,9630,0,19260,0.0,0.0,0.0,0.53,0,26,1.0,0.47,1,Risky
905,18,16073,4,18905,2,75620,37810.0,75620.0,4.7,4.7,1,28,0.8,0.21,3,Risky
906,54,192583,1,2351,1,2351,2351.0,2351.0,0.01,0.01,3,30,0.4,0.27,4,Risky
907,26,44320,3,3698,1,11094,11094.0,11094.0,0.25,0.25,2,23,0.6,0.42,2,Risky
908,34,49924,1,17892,1,17892,17892.0,17892.0,0.36,0.36,0,8,1.0,0.47,4,Risky
909,26,186806,2,16300,2,32600,16300.0,32600.0,0.17,0.17,2,13,0.6,0.19,3,Medium
910,28,83116,3,6310,3,18930,6310.0,18930.0,0.23,0.23,0,4,1.0,0.18,2,Medium
911,32,186097,0,7190,0,0,0.0,0.0,0.0,0.0,0,10,1.0,0.23,2,Medium
912,41,17159,2,14166,0,28332,0.0,0.0,0.0,1.65,0,19,1.0,0.13,4,Low
913,55,63940,3,18658,0,55974,0.0,0.0,0.0,0.88,2,5,0.6,0.43,2,Risky
914,52,94436,3,3822,2,11466,5733.0,11466.0,0.12,0.12,4,5,0.2,0.16,3,Risky
915,47,29678,1,17447,1,17447,17447.0,17447.0,0.59,0.59,5,23,0.0,0.22,2,Risky
916,48,193276,1,4921,1,4921,4921.0,4921.0,0.03,0.03,1,7,0.8,0.16,0,Medium
917,22,158093,2,18243,1,36486,36486.0,36486.0,0.23,0.23,0,0,1.0,0.06,3,Low
918,31,152844,0,12019,0,0,0.0,0.0,0.0,0.0,0,8,1.0,0.3,2,Risky
919,28,82163,1,2547,1,2547,2547.0,2547.0,0.03,0.03,0,9,1.0,0.29,0,Medium
920,26,169536,4,3076,4,12304,3076.0,12304.0,0.07,0.07,0,16,1.0,0.15,2,Low
921,51,66137,1,14962,1,14962,14962.0,14962.0,0.23,0.23,1,2,0.8,0.02,2,Medium
922,29,176304,3,17820,1,53460,53460.0,53460.0,0.3,0.3,0,22,1.0,0.47,2,Risky
923,52,76497,5,14908,0,74540,0.0,0.0,0.0,0.97,1,20,0.8,0.18,1,Medium
924,52,115485,2,4657,0,9314,0.0,0.0,0.0,0.08,0,21,1.0,0.27,2,Medium
925,18,197520,2,18146,1,36292,36292.0,36292.0,0.18,0.18,3,12,0.4,0.07,2,Risky
926,57,120468,1,1735,1,1735,1735.0,1735.0,0.01,0.01,0,7,1.0,0.13,3,Low
927,39,15901,3,8214,2,24642,12321.0,24642.0,1.55,1.55,0,19,1.0,0.22,2,Risky
928,46,102980,1,12856,1,12856,12856.0,12856.0,0.12,0.12,0,13,1.0,0.28,2,Medium
929,25,122594,2,5094,1,10188,10188.0,10188.0,0.08,0.08,0,29,1.0,0.43,4,Risky
930,28,17881,2,5728,2,11456,5728.0,11456.0,0.64,0.64,0,19,1.0,0.15,3,Risky
931,58,44863,1,4729,1,4729,4729.0,4729.0,0.11,0.11,0,7,1.0,0.44,3,Risky
932,54,151694,4,8241,2,32964,16482.0,32964.0,0.22,0.22,0,18,1.0,0.23,1,Medium
933,31,147450,2,18460,2,36920,18460.0,36920.0,0.25,0.25,0,12,1.0,0.22,0,Medium
934,47,60201,1,11472,1,11472,11472.0,11472.0,0.19,0.19,2,5,0.6,0.2,4,Medium
935,52,74251,2,2830,2,5660,2830.0,5660.0,0.08,0.08,1,3,0.8,0.44,1,Risky
936,38,87572,0,11090,0,0,0.0,0.0,0.0,0.0,0,5,1.0,0.13,5,Low
937,54,54255,0,18057,0,0,0.0,0.0,0.0,0.0,3,19,0.4,0.43,1,Risky
938,22,78212,1,17932,1,17932,17932.0,17932.0,0.23,0.23,2,1,0.6,0.04,4,Medium
939,36,65210,0,15432,0,0,0.0,0.0,0.0,0.0,1,9,0.8,0.48,2,Risky
940,31,140629,2,1895,1,3790,3790.0,3790.0,0.03,0.03,0,30,1.0,0.25,2,Medium
941,43,37499,4,19953,1,79812,79812.0,79812.0,2.13,2.13,0,10,1.0,0.5,0,Risky
942,21,117552,2,18297,2,36594,18297.0,36594.0,0.31,0.31,1,10,0.8,0.3,3,Risky
943,42,197700,5,18560,1,92800,92800.0,92800.0,0.47,0.47,0,2,1.0,0.06,3,Medium
944,59,76360,4,8273,2,33092,16546.0,33092.0,0.43,0.43,0,10,1.0,0.03,2,Medium
945,42,150675,4,7696,4,30784,7696.0,30784.0,0.2,0.2,0,7,1.0,0.1,1,Low
946,35,142466,2,16042,2,32084,16042.0,32084.0,0.23,0.23,0,28,1.0,0.21,1,Medium
947,57,100473,3,15900,2,47700,23850.0,47700.0,0.47,0.47,2,16,0.6,0.37,0,Risky
948,25,158704,3,13434,0,40302,0.0,0.0,0.0,0.25,2,26,0.6,0.0,0,Medium
949,56,176679,2,18906,2,37812,18906.0,37812.0,0.21,0.21,0,25,1.0,0.13,2,Low
950,57,106873,3,8477,3,25431,8477.0,25431.0,0.24,0.24,0,21,1.0,0.29,2,Medium
951,31,80756,2,3802,1,7604,7604.0,7604.0,0.09,0.09,0,24,1.0,0.15,0,Low
952,49,193066,1,4122,1,4122,4122.0,4122.0,0.02,0.02,0,0,1.0,0.18,2,Medium
953,55,71344,2,13782,2,27564,13782.0,27564.0,0.39,0.39,0,15,1.0,0.15,0,Medium
954,50,199847,1,3456,1,3456,3456.0,3456.0,0.02,0.02,1,28,0.8,0.48,0,Risky
955,40,153421,1,19033,1,19033,19033.0,19033.0,0.12,0.12,0,19,1.0,0.03,4,Low
956,32,86154,6,3320,4,19920,4980.0,19920.0,0.23,0.23,0,6,1.0,0.45,2,Risky
957,50,42464,2,11697,2,23394,11697.0,23394.0,0.55,0.55,0,21,1.0,0.16,1,Risky
958,42,188696,1,18527,1,18527,18527.0,18527.0,0.1,0.1,0,21,1.0,0.12,1,Low
959,34,136897,2,12964,2,25928,12964.0,25928.0,0.19,0.19,0,24,1.0,0.44,0,Risky
960,50,52344,1,9237,1,9237,9237.0,9237.0,0.18,0.18,0,7,1.0,0.14,3,Low
961,19,98791,2,5406,2,10812,5406.0,10812.0,0.11,0.11,0,12,1.0,0.49,1,Risky
962,31,170371,4,19993,0,79972,0.0,0.0,0.0,0.47,2,28,0.6,0.27,1,Medium
963,57,194047,1,8591,1,8591,8591.0,8591.0,0.04,0.04,0,4,1.0,0.24,4,Medium
964,57,147534,1,4119,0,4119,0.0,0.0,0.0,0.03,0,26,1.0,0.49,6,Risky
965,56,135209,4,18784,1,75136,75136.0,75136.0,0.56,0.56,4,29,0.2,0.11,4,Risky
966,23,96441,4,4511,1,18044,18044.0,18044.0,0.19,0.19,1,27,0.8,0.45,1,Risky
967,23,105456,2,4828,2,9656,4828.0,9656.0,0.09,0.09,0,26,1.0,0.3,2,Medium
968,20,96788,3,17949,2,53847,26923.5,53847.0,0.56,0.56,0,17,1.0,0.38,2,Risky
969,24,186653,3,8651,1,25953,25953.0,25953.0,0.14,0.14,2,11,0.6,0.29,2,Medium
970,25,29175,3,10092,0,30276,0.0,0.0,0.0,1.04,1,15,0.8,0.31,2,Risky
971,59,152263,1,11370,1,11370,11370.0,11370.0,0.07,0.07,0,2,1.0,0.08,1,Low
972,32,98434,1,12784,1,12784,12784.0,12784.0,0.13,0.13,0,11,1.0,0.08,5,Low
973,46,99518,0,3771,0,0,0.0,0.0,0.0,0.0,0,25,1.0,0.2,1,Medium
974,50,81537,0,7777,0,0,0.0,0.0,0.0,0.0,0,18,1.0,0.17,4,Medium
975,47,130721,2,1113,2,2226,1113.0,2226.0,0.02,0.02,1,19,0.8,0.36,3,Risky
976,56,62645,2,1531,2,3062,1531.0,3062.0,0.05,0.05,0,17,1.0,0.36,1,Risky
977,44,38283,3,10714,3,32142,10714.0,32142.0,0.84,0.84,0,7,1.0,0.28,2,Risky
978,53,101971,3,4410,1,13230,13230.0,13230.0,0.13,0.13,0,30,1.0,0.2,0,Medium
979,46,107759,3,10236,1,30708,30708.0,30708.0,0.28,0.28,0,23,1.0,0.34,3,Risky
980,55,117780,2,9324,2,18648,9324.0,18648.0,0.16,0.16,0,29,1.0,0.34,2,Risky
981,50,176096,2,12159,2,24318,12159.0,24318.0,0.14,0.14,0,12,1.0,0.4,1,Risky
982,54,195702,1,2726,1,2726,2726.0,2726.0,0.01,0.01,3,27,0.4,0.41,3,Risky
983,44,45734,1,9217,1,9217,9217.0,9217.0,0.2,0.2,2,7,0.6,0.03,2,Medium
984,50,15515,3,3648,3,10944,3648.0,10944.0,0.71,0.71,0,9,1.0,0.19,2,Risky
985,21,125782,6,13832,1,82992,82992.0,82992.0,0.66,0.66,0,13,1.0,0.21,2,Risky
986,39,81727,0,10453,0,0,0.0,0.0,0.0,0.0,0,14,1.0,0.42,0,Risky
987,19,124164,2,3065,2,6130,3065.0,6130.0,0.05,0.05,4,20,0.2,0.25,1,Risky
988,27,61216,2,1933,2,3866,1933.0,3866.0,0.06,0.06,1,14,0.8,0.24,3,Medium
989,22,86833,2,2050,2,4100,2050.0,4100.0,0.05,0.05,0,25,1.0,0.28,3,Medium
990,27,73755,1,8116,1,8116,8116.0,8116.0,0.11,0.11,0,5,1.0,0.06,0,Low
991,50,42856,2,12106,2,24212,12106.0,24212.0,0.56,0.56,1,13,0.8,0.28,3,Risky
992,55,88870,2,7878,0,15756,0.0,0.0,0.0,0.18,0,5,1.0,0.28,2,Medium
993,30,170234,2,1792,2,3584,1792.0,3584.0,0.02,0.02,4,22,0.2,0.38,2,Risky
994,48,152080,1,12367,1,12367,12367.0,12367.0,0.08,0.08,5,0,0.0,0.32,2,Risky
995,53,22987,2,6963,2,13926,6963.0,13926.0,0.61,0.61,1,9,0.8,0.48,3,Risky
996,41,111502,0,10547,0,0,0.0,0.0,0.0,0.0,0,18,1.0,0.04,0,Low
997,32,149404,2,2385,2,4770,2385.0,4770.0,0.03,0.03,0,10,1.0,0.39,1,Risky
998,46,81323,2,18444,2,36888,18444.0,36888.0,0.45,0.45,0,2,1.0,0.38,2,Risky
999,25,185062,3,10563,0,31689,0.0,0.0,0.0,0.17,1,26,0.8,0.13,4,Medium
1000,22,24873,0,5138,0,0,0.0,0.0,0.0,0.0,0,22,1.0,0.35,3,Risky
1001,46,182516,1,18533,1,18533,18533.0,18533.0,0.1,0.1,0,29,1.0,0.33,2,Risky
1002,21,181412,2,15344,1,30688,30688.0,30688.0,0.17,0.17,0,5,1.0,0.15,3,Low
1003,29,120219,5,8693,4,43465,10866.25,43465.0,0.36,0.36,0,8,1.0,0.36,1,Risky
1004,19,20033,2,12394,2,24788,12394.0,24788.0,1.24,1.24,4,24,0.2,0.47,1,Risky
1005,44,88324,3,7327,0,21981,0.0,0.0,0.0,0.25,3,8,0.4,0.15,3,Risky
1006,48,30689,3,4353,3,13059,4353.0,13059.0,0.43,0.43,1,28,0.8,0.49,4,Risky
1007,53,124756,0,14364,0,0,0.0,0.0,0.0,0.0,3,3,0.4,0.11,3,Risky
1008,53,15066,2,16205,2,32410,16205.0,32410.0,2.15,2.15,0,30,1.0,0.07,2,Risky
1009,43,129159,1,5628,1,5628,5628.0,5628.0,0.04,0.04,1,2,0.8,0.04,2,Medium
